URL || System Output || ODP Ground Truth
http://www.irishsquash.com/ || Includes news items , details of the casa tournament , player rankings , a calendar of upcoming events , and player profiles . || Provides information for the sport in Ireland . Latest tournament and grand prix results , upcoming events , links , discussion board and contact information .
http://www.math.northwestern.edu/~fcale/ || Northwestern University . Algebra and number theory , especially relative galois module theory . || Harvard University . Includes publications , work in progress , and mathematical links .
http://www.creativedesignassociates.com/ || Web design , domain registration and hosting , Google reporting , and e-commerce and database solutions from a Rochester , MN . || Web design , Internet networking , marketing , virtual hosting , and local Internet access .
http://www.vavasour.ca/jeff/ts1000/ || Open source zx80/81 emulator for linux . || Java emulator of Timex-Sinclair 1000 .
http://www.mitchellpark.co.nz/ || Located in Lower Hutt . Monthly league and tournament information , newsletter , activities and contact information . || Located in Epuni , Lower Hutt , New Zealand . Lists upcoming competitions , membership information , their pro shop , and some pictures .
http://www.coppell-lacrosse.com/ || North texas high school lacrosse league . Information on team history , schedules and announcements . Program includes boys division i and ii and girls . Youth program and adults . || Information for 4th through 12th grade for Coppell , Texas . Pictures , game write ups , schedules and scores , and league contacts .
http://nces.ed.gov/nceskids/createagraph/ || Creates two and nces vertical bar , horizontal and stacked charts from files , databases scripts and server side processes . Lists features . Includes examples and free download demo . || Web-based graphing tool for producing bar , line , pie , and area charts from small sets of discrete data .
http://www.umterps.com/sports/w-lacros/md-w-lacros-body.html || Terps . Includes schedule with results , roster , statistics , news and history with information on coaches , camps and homewood field . || Terrapins . Includes schedule with results , roster , statistics and news with information on camps , clinics and Ludwig Field .
http://www.creasemonkeys.com/ || Located in Herndon with related links , pictures and contact information . || Pictures from tournaments , merchandise , Lacrosse Talk Magazine , upcoming events and contact information .
http://www.bayareacricket.org || Bay Area Cricket affiliated with the USA Cricket Association promoting cricket in US . Includes information about teams , rules , statistics , schedule and contact information . || Includes league summaries , schedules , teams , results , points , statistics , directions , and contact information . California Bay Area .
http://www.iwlca.org/ || Maryland . News items , player roster and biographies , pictures , game schedule , season preview and audio coverage for the women and men 's teams . || Player awards , voting polls , team schedules and game results , statistics and an ethics code for players .
http://www.parallels.com/ || A parallels that runs services on architectures they were not compiled for . It does this by dynamically translating the machine code of the programs to be run to machine code for the native architecture . Documentation , screenshots , downloads . || Parallels virtual machine allows users to run multiple operating systems in independent virtual machines on a single physical computer . Products , support , download .
http://www.allwebcodesign.com/ || Full service website design company , located in Allwebco . Company also provides complex multimedia and database design sites . Company can provide domain registration and hosting for web design clients . Provides website design , graphic design , flash design and e-commerce . Domain name registration , hosting setup , search engine optimisation and marketing , support and maintenance . Based in allwebcodesign . || Offering website development , hosting , promotion and design . Specializing in small businesses .
http://webmaster-forums.code-head.com/ || Hosts logo and CODINGRECIPES and provides tutorials on flash , vbulletin , and other web development tools and techniques . || Discussion on web design , development and SEO .
http://www.mi.ras.ru || Georgian academy of sciences . || Steklov Institute of the Russian Academy of Sciences , Moscow , Russia .
http://quis.qub.ac.uk/ssc || Includes a practice schedule , an overview of their leagues , member rankings , training tips , and a history of the team . || Queen 's University Belfast team . Includes practice schedule , membership details , a roster , and league results .
http://twyfordhouse.play-cricket.com/ || Includes news , fixtures , results , player profiles and contact details for the club based in Wales . || Includes news , fixtures , results and contact details for the Gloucestershire based club .
http://www.wccnet.edu/studentactivities/voice/ || Student newspaper of Huron River . || Student newspaper of Washtenaw Community College , Ann Arbor .
http://www.thegramblinite.com/ || Student newspaper of southern university in Wallace . || Student newspaper for Grambling State University .
http://sports.yahoo.com/ncaaw/teams/cbp/ ||  || Schedule , scores , standings .
http://www.grangesquash.co.uk || Coaching and membership information . Located in Edinburgh . || Team news and membership information . Located in Edinburgh , Scotland .
http://www.cwruobserver.com/ || Official student newspaper of Instra Corporation Pty Ltd . || Student-run newspaper of Case Western Reserve University with articles , sports coverage , editorials , humor items and a classifieds section .
http://www.mystery.com/WAM/events/Women_Count.html || Wilson . Fort lauderdale florida , usa ; 2 -- 4 january 2002 . || Madison , Wisconsin , USA ; 1 August 2001 .
http://www.thefulcrum.ca/ || The News is an internal print bulletin published biweekly for staff , faculty and others interested in the activities and events at the University of Ottawa . || Student newspaper at the University of Ottawa . With archives .
http://www.nytimes.com/2002/06/11/science/11WOLF.html || New York Times Company article about Wolfram and his theories . || New York Times feature article about Stephen Wolfram , his ideas and his career .
http://www.thesouthendnews.com/ || Student daily of godaddy in HugeDomains . || Student daily of Wayne State University in Detroit .
http://www.asahawaii.com/ || Us . Information on softball tournaments , teams , umpires , and players . || Hawaii ASA . Information on softball tournaments , teams , umpires , and players .
http://www.math.ucla.edu/~blasius/ || UCLA . Number theory and dynamics . List of papers includes abstracts and dvi files , abbreviated curriculum vitae . || University of California at Los Angeles . Number theory , arithmetic geometry and automorphic forms . Recent papers , courses , and links .
http://playkba.com || Located in the beautiful pocono mountains , just two hours from lexington or kentucky , the LLC is for boys 9-17 and girls 11-17 to learn basketball from nba stars and college and high school coaches . || A 50,000 sq.ft . full service facility in Lexington , Kentucky that includes a sports/apparel shop and cafe . KBA provides leagues , camps , and tournaments for all ages .
http://www.bigcricket.com || Cricket forum is a free cricket discussion forum dedicated to cricket teams , scores , and the clear . || Cricket discussion forum and blogs .
http://cheltenhamcc.co.uk || Includes news , history , photographs , fixtures , results , league tables and match reports for the Gloucestershire based club . || Includes news , fixtures , results and other club details for the Gloucestershire based club .
http://community.webshots.com/album/32780957FoDViw || A color image of the Webshots obtained by LLC on december 11 , 1990 , Florida is near the center of the picture , and the white , sunlit continent of Islamorada is below . || Many photos of Chile , Equator and Panama Canal .
http://www.hoopsklyce.com/ || LLC statistics and fantasy point values . Includes a link to LLC player rankings . || Provides statistics , reports , and ratings for fantasy basketball .
http://www.nationalpgcamp.com || A maine basketball camp for high school and college players that offers 200 of programs with many national locations . || Dave DeVenzio 's co-ed guard camps for high school aged athletes featuring classroom and gym sessions with national locations throughout the summer months .
http://www.media.co.uk/ || Providing search engine positioning services , pay per click management and marketing strategies . Oxford , nl , canada . || Search engine registration , submission and online marketing .
http://angelfire.com/sports/flaminghomers || From US . Includes news , roster , schedule and links . || Includes schedule , standings and pictures . From Calgary , Alberta , Canada .
http://www.math.uiowa.edu/~jorgen/ || Sampling theories , multiresolution algorithms , wavelets , and the use of splines for image processing . || Lists recent research papers , a sample of a recent book , and specific areas of interest .
http://www.oswego.edu/athletics/teams/mens_basketball/ || Great lakers . Season summary , pictures , roster , player records , game schedule , past results and statistics . || Great Lakers . Season summary , pictures , roster , player records , game schedule , past results and statistics .
http://athletics.georgefox.edu/sports/sball/index || Press releases , scores , statistics , schedule of games , roster and pictures . || Bruins . Includes news , schedule , scores , roster , and contact information .
http://www.wiacsports.com/mindtrak/index.html || Composite schedule and results , news , championship information , conference history and links for Deluxe Small Business Sales , Inc 's US . || Composite schedule and results , news , championship information , conference history and links for WIAC men 's indoor track and field .
http://stroud.play-cricket.com/ || Includes news , fixtures , results , location and contacts for the club based in Stroud . || Includes news , fixtures , results and statistics for the club based in Gloucestershire .
http://www.spcollege.edu/athletics/mens/basketball/index.htm || St. Petersburg College - official web site . || Titans - official web site .
http://www.stlsquash.org/ || Competitive squash for men and women over 30 . All rankings catered for . Includes rules , historical results , cost , membership details , news , and calendar . || Sections for adults , juniors , collegiate , professionals and tournaments .
http://www.squashbc.com/ || Provides information for the sport in Columbia . Latest tournament and grand prix results , upcoming events , links , discussion board and contact information . || Serving the sport of squash in the province of British Columbia . An organization centered around the athlete and values of excellence , fairness , integrity and respect .
http://club-cricket.web.cern.ch/Club-Cricket/ || Includes events , honours , results and fixtures . || Includes information , results and fixtures .
http://sourceforge.net/projects/adfopus/ || Free software . Integrates ADF files into the sourceforge.net . || Free software for Windows for manipulating ADF , ADZ , and DMS files , hardfiles , disk dumps and , under NT4 , Amiga hard drives .
http://www.huntington.edu/athletics/track/default.htm ||  || Foresters official site . News , schedule , results , roster , coaching staff , home meet schedule , pictures , school records , and past season information .
http://emulationrealm.net/ || Emulation related news and a download database . || News and reviews on emulators .
http://www.acua.co.nz/ || Official website . Includes news , schedules , and information about international , Domestic and women 's cricket in NEW ZEALAND . || Official site of association located in Auckland , New Zealand under the direction of the Auckland Cricket Association .
http://www.inewengland.net/ || Providing design , application development , hosting , search engine optimization , consultancy and hardware and networking services . Based in dexter in Massachusetts , united states . || Providing design , hosting , consulting and search engine optimisation services for small to medium sized companies . Serving Massachusetts , New Hampshire , Vermont , Maine , Connecticut and Rhode Island , United States .
http://www.glowingdesigns.com/ || Offers design , hosting and custom programming . Located in Glowing Designs . || Offers web and graphic design , hosting , and e-commerce . Located Newark Valley , New York , United States .
http://www.cisc.net.au/cricket.htm || Provides game times , ladders , best player statistics and information for the centre . Lyneham , canberra . || Includes game times , statistics and rules .
http://www.umassd.edu/sports/mensoutdoortrack/main.cfm || Coaching staff , roster , news , schedule , results , school records , All Americans and past season information for coursair men 's Track & Field . || Coaching staff , roster , news , schedule , results , school records , All-Americans and past season information for Coursair men 's outdoor track and field .
http://www.guild.uwa.edu.au/home/publications__and__design/pelican_student_newspaper || Australasian newspaper dedicated to reporting higher education and vocational education and training issue . A subscription-based publication published 130 a year on Guild in hard copy and online . || Student Guild monthly at the University of Western Australia in Perth . Includes writer 's guide and current issue in PDF .
http://sienaheights.edu/Track.aspx || Siena Heights University site . News , schedule , roster , results , and coaching staff . || Saints official site . News , schedule , roster , results , and coaching staff .
http://www.math.lsa.umich.edu/research/logic/ || Actuarial department || Actuarial Department
http://www.cricinfo.com/ipl2009/content/series/374163.html || Offers news stories and updates of the league and some videos . || News and information about the Indian Premier League with live IPL scores , fixtures , results and features throughout the cricket tournament .
http://www.bwsc.com.au || Membership and facilities information . Located in Bondi Junction . || Membership and facilities information . Located in Sydney , Australia .
http://www.ucaecho.net/ || Student newspaper of the godaddy at Arkansas . || Independent student newspaper of the University of Central Arkansas in Conway .
http://www.obuk.com/ || Offers consulting , web and logo design , multimedia flash and shockwave productions . || Web design , multimedia , and branding . Located in Sudbury , England .
http://www.loyolagreyhounds.com/sports/w-lacros/locl-w-lacros-body.html || Loyola . Includes schedule with results , roster , statistics , news , records and information on coaches . || Greyhounds . Includes schedule with results , roster , statistics , news and information on the coaches .
http://www.suhornets.com/sports/wlax/index || Lords . Player roster , upcoming events , game schedule , past results , coaching staff , newsletter and recruiting details . || Hornets . Roster , pictures , events listing , past results , coaching staff biographies and related links .
http://www.navysports.com/sports/m-lacros/navy-m-lacros-body.html || Cardinals . News articles , pictures , season summary , training camp information , game schedule and recruiting details . || Midshipmen . News articles , game schedule and results , club history , statistics , player roster and training camp details .
http://sundial.csun.edu/ || Stories from the student newspaper of the California State University , Northridge . || Student newspaper of the California State University , Northridge .
http://www.math.lamar.edu/ || Department of mathematics . || Department of Mathematics .
http://www.coachberry.com || Specializes in offering private basketball instruction lessons . || Specializes in offering private basketball instruction lessons .
http://csm.edu/Athletics/Sports/Softball/ || The official site of the flames with news , roster and schedule . || The official site of the Flames with news , roster and schedule .
http://bceagles.cstv.com/sports/w-lacros/bc-w-lacros-body.html || Hawks . News articles , upcoming events , player roster , game schedule , statistics and contacts . || Eagles . News articles , player roster , game schedule and contact information .
http://www.brownbears.com/sports/m-squash/index || Bears . Pictures , today , schedule of upcoming games with results and player profiles . || Bears . News items , scores , statistics , player roster , game schedule and coaching staff .
http://uk.reuters.com/news/sports/cricket || Breaking news and feature stories . || Breaking news about cricket worldwide . Archives sorted by date .
http://www.getenhanced.com/ || Offers web design , hosting , and Enhanced Web Services . || Offers design , hosting , search engine registration and e-commerce solutions .
http://tools.ietf.org/html/rfc2476 || Proposed RFC 2476 and Security Considerations . R. hinden . December 1998 . || Message Submission . R. Gellens , J. Klensin . December 1998 .
http://www.stat.vt.edu/ ||  || Department of Statistics
http://northok.publishpath.com/mens-basketball || Thunderbirds - official web site - schedule . || Mavericks - official web site . Includes a schedule of games , past results , and a player listing .
http://www.brownbears.com/sports/w-lacros/index || Statistics . Pictures , news items , roster , game schedule , season preview and coaching staff . || Bears . Includes roster , pictures , news items , game schedule , contact information and related links .
http://www.kansan.com/ || Thrice-weekly student newspaper of University Daily Kansan . || Student newspaper of the University of Kansas at Lawrence . Includes issues in PDF format .
http://www.users.csbsju.edu/record/ || Weekly newspaper of SJU in CSB . || Student weekly of the College of St. Benedict in St. Joseph and St. John 's University in Collegeville .
http://www.angelfire.com/ny3/wblax/ || Youth lacrosse programs for boys and girls in US with pictures , registration details and contact information . || Schedule , roster , results , and contact information .
http://www.mitathletics.com/sports/w-softbl/index || Beavers . Contains pictures , team history , roster , game schedule , results , and awards . || Contains pictures , a roster , game schedule , results , and an overview of the team .
http://slam.canoe.ca/Slam/Lacrosse/home.html || News from a central new york perspective with links to the latest local , national , and international lacrosse stories . || Features Canadian and international headlines .
http://www.onezero.org/collatz-image || Observations posted by Andrew Shapira stimulate further research . || By Andrew Shapira . The intensity of a point denotes the time taken to terminate .
http://sports.yahoo.com/ncaaw/teams/sbh/ || Headlines , scoreboard , schedule . || Schedule , scores , standings .
http://www.bio.ri.ccf.org/Biometrics/ || To promote the development and application of ccf theory and methods useful in the solution of theoretical and applied problems in science , industry and government . || Principal interests are : the development and application of statistical methods ; the formulation of mathematical models to describe and explain underlying mechanisms and modes of action of fundamental processes ; the interpretation of quantitative data in the biological sciences .
http://www.saclub.org || Information on facilities , teams , juniors and coaching . Located in Meudon , england . || Information on Teams , juniors and history . Located in Paris , France .
http://bhccc.play-cricket.com/ || Includes news , fixtures , results , statistics and contact details for the club based in Wales . || Official site for this Sunday , non-league side with fixtures , reports , all-time statistics and club history .
http://www.prospectusnews.com/ || Student weekly of bluehost . || Student weekly of Parkland College in Champaign .
http://riverina.tripod.com/nrcc.html || Founded in CSC Corporate Domains , Inc and includes NRCC clubs and over dns on the northern boundary of Riverina . Administers sub-district cricket at senior and junior levels for men and women of all ages . New south wales . || Draws , contacts , and rules for the running of the Council . New South Wales .
http://knowbody.org.uk/arcimage/ || Arculator , an open source archimedes emulator for Windows , and rpcemu , an open source riscpc emulator for dos , linux , and Windows . || Basic operating instructions for , and download of , Arcimage - a DOS based program that allows the reading and writing of Acorn format floppy discs on a PC .
http://lacrosseinsidethegame.com/ || Covers the history of lacrosse and its evolution over the Whitby . It includes company history on lally , stx , brine and other companies . It also includes pictures of johns hopkins and syracuse university lacrosse teams of over 80 years ago . || Coverage of National Lacrosse League and Canadian box lacrosse .
http://www.mpi-sb.mpg.de/~sschmitt/ || Max-planck-institut fÃ 1/4 r Informatik . Effective Computational Geometry , separation bounds ; computer algebra ; algebraic number theory , elliptic curves . Publications . || Max-Planck-Institut fÃ 1/4 r Informatik . Effective computational geometry , separation bounds ; Computer algebra ; Algebraic number theory , elliptic curves . Publications .
http://www.nouse.co.uk/ || Nouse of University of York . || Student newspaper of the University of York .
http://www.floridalaxclassic.com/ || Located in us with registration forms , statistics , photographs , schedules , lodging , directions , advertising information the rules of the event . || Information about the annual Florida Lacrosse Classic Grand Master tournament held over the Martin Luther King holiday weekend .
http://www.colby.edu/athletics_cs/womens_lacrosse/ || Bombers . Pictures , player roster , Colby College , coaching staff , statistics and game results . || White Mules . Game schedules , roster , coaches , statistics and archives .
http://www.finchampsteadcc.co.uk || News , information , fixtures and results for the Berkshire based club . || Features player profiles , fantasy league , social diary and news on fixtures and results from this club .
http://www.villanova.com/sports/w-softbl/nova-w-softbl-body.html ||  || Official site with roster , schedule , statistics and news for Wildcat softball .
http://www.englandsquashandracketball.com/ || Provincial governing body offering news , an events calendar , championships and tournaments , photo gallery , officials and coaching resources , links , and contacts . || Official site of the governing body offers news , events calendar , history , rankings , juniors , development , coaching and officials resources , and links .
http://www.bowdonclub.com || Located in Altrincham , england . Includes coaching details , leagues , fixtures and results , and a listing of fees . || Based in south Manchester , England . Teams , fixtures , results and social events .
http://blue.utb.edu/collegian/ || Independent student weekly of the University of Texas ; includes news , sport , views , classifieds , message board and events calendar . || Student weekly of the University of Texas at Brownsville and Texas Southmost College .
http://chippenhamcc.co.uk/ || Presents news , fixtures , history , averages , photographs and contact details for the Oxford based club . || Presents news , fixtures , results , contact details for the Wiltshire based club .
http://www.texasipa.org/ || Includes a listing of articles from its print publication , online articles , discussions , photography , videos , and calendar of events . || Directory , constitution and bylaws , contest rules , awards , history and job fair information .
http://keeneowls.com/sports/wtrack/index || Owl men 's official site . News , schedule , coaching staff , roster , and recruiting information . || Owl women 's official site . News , schedule , coaching staff , roster , and recruiting information .
http://www.getreminders.com || A free online reminder service . Birthday e-mail reminders are sent at no charge , for as many contacts as Moniker Online Services LLC . || A free web based reminder service .
http://hillsdistrict.org/ || Based in Hills District . Contains results , club records , rankings , news and facility information . || Membership information , results , records and event details for the Hills District Little Athletics Centre .
http://www.robertmorris.edu/athletics/womenstrack/ || Eagles - official site . Schedule , roster , news , coaching staff , statistics . || Eagles - official site . Schedule , roster , news , coaching staff , statistics .
http://www.greekchronicle.com/ || Weekly student newspaper of the university of missouri at st. louis . || Newspaper of the Greek system at the University of Missouri at Columbia .
http://www.huskynan.com/wrecruits ||  || An unofficial site listing UConn recruits with a link to more information on each player .
http://www.lexlechz.at/ || An open source emulator for Windows based on bluemsx . || An open source emulator for Windows .
http://www.hwyblogs.com || Free weblog community allows instant publishing and custom templates . || Free blogs targeted to truckers , with file upload space and templates .
http://www.rioredstorm.com/sport/7/4.php ||  || Redmen - official site . Roster , schedule , news , history , recruiting information .
http://sports.yahoo.com/ncaaw/teams/cbh/ || Vikings - official web site with News , schedule , roster , statistics . || Schedule , scores , standings .
http://www.twsrc.co.uk || Information on facilities , leagues , teams and membership . Located in Tunbridge Wells , London , england . || Information on leagues , teams and membership . Located in Tunbridge Wells , Kent , England .
http://www.cciw.org/spring_track_w/index.php || Championship results , conference leaders , championship history , conference records , and past season information for cciw women 's outdoor track . || Championship results , conference leaders , championship history , conference records , and past season information for CCIW women 's outdoor track .
http://www.umich.edu/~womenlax/ || University of Michigan . Game schedule , coaching staff , team roster , statistics and current standings . || Coaching staff , officer and player listing , practice schedule , statistics , recruitment and pictures .
http://www.lismoresystems.com/ || A Alex that runs programs on architectures they were not compiled for . It does this by dynamically translating the machine code of the programs to be run to machine code for the native architecture . Documentation , screenshots , downloads . || Virtual x86 Computer for Macs , runs instead of Mac OS for better performance .
http://www.msri.org/calendar/workshops/WorkshopInfo/289/show_workshop || MSRI , Berkeley , ca , usa ; 13 -- 17 december 2004 . || MSRI , Berkeley , CA , USA ; 13 -- 17 December 2004 .
http://www.ucsc.org.sg || Information on facilities , leagues , teams and membership . Located in UCSC , Novice , england . || Information on teams , events and membership . Located in Singapore .
http://www.ghcc.co.uk/index.php || Includes news , history , fixtures , results , averages and photographs for the club based in essex . || Includes news , history , fixtures , league tables and player profiles for the Northamptonshire based club .
http://www.angelfire.com/wv2/westviewsquash/ || Located in Port Elizabeth , england . Includes coaching details , leagues , fixtures and results , and a listing of fees . || Located in Port Elizabeth , South Africa . Contains a staff listing , a description of their facilities , ladders , league details , and upcoming competitions .
http://www-users.cs.umn.edu/~karypis/metis/ || A tool for graph theory , having a generator and offering various algorithms : shortest paths , network flows , maximal clique , optimal coloring etc. . || Graph , mesh , and hypergraph partitioning software .
http://www.gametimeskills.com/ || Fundamental basketball skills training offered in ball handling , shooting , and offensive skills in US . || Basketball training in northern Virginia to become fundamentally prepared .
http://www.ontariolacrosse.com/ || Includes registration information , rules , team schedules , rosters , and statistics . || Association and league information includes news releases , tournament results , game schedules , arena directories , related links and contacts .
http://dr.ea.ms/ || An dr.ea.ms emulator in development for the the . || An Apple ] [ + emulator for DOS .
http://www.squash.ca || Featuring player pages , club information , segments along with full historical results available for team leagues and ladders for Canada . || Information on squash tournaments in Canada , officiating news , squash related publications and videos for sale .
http://www.svcathletics.com/sports/mbkb/index || Official site of the Maryland . Includes news , coach profile , schedule , results , and roster . || Official site of the Mountaineers . Includes schedule , news , and coach and player interviews .
http://www.qhlac.com || Membership information , results , records and event details for the GMO . || News , results , records , coaches/age managers , and club documents for the Quakers Hill Little Athletics Centre , a youth track club for ages 5-14 .
http://www.mtsusidelines.com/ || Student weekly of the university of tennessee at Martin . || Thrice-weekly student newspaper of Middle Tennessee State University .
http://www.slopitch.org/ || Softball Canada is the governing body for the sport of softball in Canada , providing softball opportunities for all canadians , through the development , delivery and promotion of programs and services , both domestically and internationally . || Provides news , information , handbook , magazine , merchandise , volunteer and membership information , and links .
http://www.idlerscc.co.uk/ || Includes news and fixtures , results and photo gallery for the club based in Wiltshire , Oxford . || Includes fixtures and results , tables , club records and photo gallery for the club based in Harnham , Wiltshire .
http://www.seminoles.com/sports/w-softbl/fsu-w-softbl-body.html || Official site with news , schedule , statistics and roster for tar heel softball . || Official site with news , schedule , statistics and roster for Seminole softball .
http://www.lindseyathletics.com/sport/14/9.php || The official site of the tigers with pictures , roster , game schedule , results and statistics . || The official site of the Blue Raiders with schedule , roster , news and statistics .
http://homepage3.nifty.com/bugbug/cpm/ || An open source Japan Registry Services Co. , Ltd emulator for linux and windows/cygwin . || An open source CP/M -80 ver2 .2 emulator for MacOS .
http://www.und.com/sports/w-lacros/nd-w-lacros-body.html || CBS Interactive . Includes schedule with results , roster , statistics and news . || Fighting Irish . Includes schedule with results , roster , statistics and news .
http://www.odusports.com/sports/w-lacros/oldd-w-lacros-body.html || ODU . Includes schedule with results , roster , statistics , news , records and information on coaches . || Lady Monarchs . Includes schedule with results , roster , statistics , news and information on coaches .
http://www.trinity-times.com/ || Independent student weekly of trinity . || Student newspaper of Trinity University , published six times a year .
http://www.fmupatriots.com/sports/sball/index || Cross Country . Contains press releases , pictures , roster of players , game schedule , scores , and archived news . || Patriots . Recruiting form , roster , game schedule , player statistics , pictures , and results .
http://www.umcs.maine.edu/~chaitin/ || Researcher in the theory group of University of Maine . His primary research interests are number theory , combinatorics , and theoretical computer science . Contact information and a nicely organized listing of eprints of his papers . || Complexity theory and information theory .
http://www.butlersports.com/sports/c-track/index || Ramblers official site . News , schedule , roster , coaching staff , season bests , and past season information . || Bulldogs official site . News , schedule , roster , recruiting information , and coaching staff .
http://www.bryantbulldogs.com/sports/sball/index || Bulldogs . Includes a team picture , news items , roster , a schedule of games and results . || Bulldogs . A team picture , news items , individual records and a roster of players .
http://www.softball.org.uk ||  || Located in Edinburgh , Scotland . Requires Flash . High speed connection recommended .
http://www.eteamz.com/LYLACROSSE/ || Calendar , schedules , rules , teams , locations , and eteamz . || News , calendar , schedules , standings , teams , divisions , locations , and a message board .
http://www.bostoncannons.com/ || Team site has season ticket , player , and coaching staff information ; schedule , and message boards . || Lacrosse team site includes news , roster , statistics , coaching staff , schedule , standings , tickets , and message board .
http://greenrange.wa.cricket.com.au/ || Features history , news , fixtures and results . Fields teams in the city of moorabbin cricket association . Victoria . || Established over the summer of 1987/88 . Includes club information , news , recent results , upcoming events and a photo gallery . Based in City Beach , Perth , Western Australia .
http://www.pointpark.edu/Athletics/WomensSports/Softball ||  || Official site of the Pioneers with schedule , roster and statistics .
http://www.superhoopsplus.com || Information and media on Super Hoops and senior high basketball . || Information and media on Indiana junior and senior high basketball .
http://www.eteamz.com/greinerfastpitch1/ || Site has fastpitch instructions and an extensive library of tips and drills . || Homepage of a pitching instructor in the midwest and mid-america . Information , tips and drills , web graphics and special effects .
http://www.nineronline.com/ || Gives local and national business headlines , small business strategies , community information , and a database of local businesses . || Site for the University Times , the twice-weekly student newspaper of the University of North Carolina at Charlotte .
http://www.amstat.org/meetings/ || Searchable calendar of events in statistics maintained by the American Statistical Association . || Schedule of Meetings of the American Statistical Association .
http://www.tim-mann.org/xtrs.html || Tim Mann trs-80 model 100/102/200 emulator for linux , macos x , and windows . || An open source TRS-80 Model I/III/4 emulator for Unix .
http://sports.yahoo.com/ncaaw/teams/maf/ || Schedule , scores , standings . || Schedule , scores , standings .
http://flintham.play-cricket.com/ || Includes club information , news , fixtures , results , message board , and photographs for the Flintham based club . || Includes news , club information , fixtures , results , statistics and photographs for the Nottinghamshire based club .
http://www.sunyac.com/outdoortrack/ || Netsync Internet Services site . Championship results , conference leaders , news , past championship information , and links . || SUNYAC outdoor official site . Championship results , conference leaders , news , past championship information , and links .
http://www.everyone.net/ || Design and interactivity tools including a message board , a guestbook , a pollster , and a site content search engine . || Message boards , email , and search engines for websites .
http://www.lilleshallsquash.co.uk || Information on leagues , coaching , juniors and membership . Located in Lilleshall , Shropshire , England . || Information on leagues , tournaments , coaching and history . Based at the Lilleshall National Sports Centre in Telford , Shropshire , England .
http://www.angelfire.com/ca3/quinn/jason.html || Background information on Jason Williams , pictures , statistics , and game film ghiglights . || Site contains pictures , biography , statistics , highlights , articles , and links .
http://www.centralfloridafuture.com/ || Twice-weekly student newspaper of UCF in tallahassee . || Twice-weekly student newspaper of the University of Central Florida in Orlando .
http://www.gocrimson.com/sports/mlax/index || Bobcats . News articles , game schedule , past results , coaching staff , statistics , past season summaries and statistics . || Crimson . Game schedule , player roster , coaching staff , practice facilities , club history and contact information .
http://www.evenson-consulting.com/ || Great emulation page maintained by Oakdale Road , maker of the LLC , many downloads , great layout - some hosted sites . || Windows 9x/NT GUI emulation of SWTPc 6800 and 6809 systems . A Simulated Machine Environment emulation plus . dsk file downloads .
http://dm.unife.it/index_I.html ||  || Department of Mathematics .
http://www.njpa.org/collegepress/index.html || Twice-monthly student newspaper of The College of New Jersey in New Jersey . || Listings of college papers and journalism programs , internships , scholarships , contests and information on journalism as a career .
http://www.dbstclub.co.uk || Information on membership , tournaments , leagues and social activities . Located in Oxford . || Information on leagues , club night and facilities . Located in Fife , Scotland .
http://sports.excite.com/nba/teams/min/ || Contains statistics , news , schedule and results , as well as club records and a prospect report . || Features scores , statistics , news headlines , photograph galleries and roster .
http://suzyfavorhamilton.com/ || Official site of the multi-sport olympian . Includes photographs , biographical information , affiliated enterprises and charities , and videos . || Official site with news , biography , training tips , and an online store .
http://www.ottawalacrosseclub.com/ || Ottawa , Ottawa Lacrosse Club with news articles , related links , ticket information , player roster , game schedule and message board . || Includes pictures , team information , and links .
http://www.bw.edu/athletics/otf/ || Baldwin Wallace University official site . News , roster , schedule , results , coaching staff , outlook , and recruiting questionnaire . || Yellow Jackets outdoor official site . News , roster , schedule , results , coaching staff , outlook , and recruiting questionnaire .
http://www.nwcraiders.com/track || Mustangs official site . Schedule , roster , coaching staff , news , pictures , and links . || Red Raiders official site . News , schedule , results , coaching staff , and links .
http://tools.ietf.org/html/rfc1664 || Guidelines for IETF in the Internet . R. colella , r. callon , e. gardner , y. rekhter . May 1994 . || Using the Internet DNS to Distribute RFC1327 Mail Address Mapping Tables . C. Allocchio , A. Bonito , B. Cole , S. Giordano , R. Hagens . August 1994 .
http://www.math.chalmers.se/Math/Research/Combinatorics/ || Combinatorics throughout found , www and neighbouring countries . || Combinatorics group at Chalmers University of Technology and Gothenburg University .
http://www.websitelogic.com/ || Features web site design , development and hosting services . || South St. Paul , Minnesota web design , development , promotion and hosting company .
http://cricketpunjab.com || Get to know the history , objectives and PrivacyProtect.org of cricketpunjab . || Get to know the history , objectives and office bearers of PCA .
http://www.metrolacrosseclub.com/ || Located in Suffern with related links , pictures and contact information . || New York team with training clinics , player roster , practice schedule , news items , directions , lodging details and contact information .
http://c-anthoney-nba.tripod.com/ || Provides career highlights , statistics , and biography || Fan site includes profile and achievements as a person and as a player .
http://www.uow.edu.au/informatics/maths/ || School of Mathematics and statistics || School of Mathematics and Applied Statistics .
http://www.biostat.washington.edu/ ||  || Biostatistics
http://leniad.cjb.net/ || Open source 48k/128k / +2 emulator for mac os x , unix , and windows . || Open source emulator for Linux and Windows written in Delphi .
http://openmsx.sourceforge.net/ || Commercial emulator for dos and Windows . Open source emulator for unix . Ports are available for beos , dos , macos , os/2 , and Windows . || A free , open source emulator for GNU/Linux , Mac OS X , and Windows .
